dataset,seed,fold,n_test,fold_mask_sha256
PI3KIC50,8,8,1392,d2a89b882de0ce18d442bba4218bd546754fce50db636d7ca64658d759fd5054
PI3KIC50,8,9,1392,02b4bf6e5edb1b31c65d2d2d09fdd75dee4b6c861c26015a849b159ed12e8843
PI3KIC50,8,10,1392,72347f427209c3a21722aa36786c5fcaed0431c47216e060b2769d67933c9b51
PI3KIC50,9,1,1393,d956965f1fadfa99bcf5d1823f0a8312baa42e06e7d60b2c981c34a22ef7142c
PI3KIC50,9,2,1393,dac0c1ce955888679bbb48eee26787e6482cb7ea0d981c98e9ce74ebc004d864
PI3KIC50,9,3,1393,d46a133a5d5587ec7b35898385b1c163fc3413787cb71fa1931338994715607c
PI3KIC50,9,4,1393,f45018e43533d186b53f4e927923168e3739ec332212e304b5d162dcd20f6ad8
PI3KIC50,9,5,1393,d72c2ebb8efbbabb4deadc1b32f9c3fa8c200008f4b7e5df55ab9bf6c98788b4
PI3KIC50,9,6,1393,a01a7d67770d35523d90d60e2190b38b8466f2bb783a2838e786c143f2f49240
PI3KIC50,9,7,1393,8927a8f2ba02e6e421eb4a011c4a7a72bc61b0f363e641ca5c111312157437dc
PI3KIC50,9,8,1392,f15f4938ba964cd31f49c9003b56dc0228cde3505856baf2ad2fd3b2ff90bea0
PI3KIC50,9,9,1392,e02d36f6525bbf6d549bcf882cc58e5330720f14da760a8c7ce12efa20d155b6
PI3KIC50,9,10,1392,8a07ceba11241ffd575b3090a17aa59a95ac6d70215f543cf317942ca23763d0
